,Title,Author,Author Average Rating,Author Votes,Author Review Count,Distinct Works,Year,Rating,Raters,Genres,worth_reading
822,Breakfast at Tiffany's and Three Stories (Paperback),Truman Capote,4.01,"947,215","42,691",223,1958,3.86,243996,"Classics,Short Stories,Romance,Literature,Literature,Novels,New York,Audiobook,Classics,Literary Fiction",yes
823,Made to Stick: Why Some Ideas Survive and Others Die (Hardcover),Chip Heath,4.0,"174,487","9,394",31,2006,3.97,87764,"Business,Nonfiction,Psychology,Leadership,Language,Self Help,Design,Business,Buisness,Business",yes
824,Final Girls (Hardcover),Riley Sager,3.87,"711,749","95,191",10,2017,3.84,139028,"Thriller,Mystery,Horror,Fiction,Thriller,Adult,Audiobook,Suspense,Mystery,Contemporary",yes
825,The Girls (Hardcover),Emma Cline,3.48,"203,248","20,712",20,2016,3.49,192421,"Fiction,Historical,Contemporary,Audiobook,Adult,Historical,Literary Fiction,Young Adult,Adult Fiction,Thriller",yes
826,The Man in the High Castle (Paperback),Philip K. Dick,3.93,"1,245,758","68,909","1,144",1962,3.61,196174,"Science Fiction,Fiction,Classics,Science Fiction,Science Fiction,Historical,Fantasy,Science Fiction Fantasy,Novels,Speculative Fiction",yes
827,How to Stop Worrying and Start Living (Paperback),Dale Carnegie,4.2,"1,004,019","28,156",524,1944,4.15,98017,"Self Help,Nonfiction,Psychology,Self Help,Business,Philosophy,Audiobook,Leadership,Inspirational,Health",yes
828,This is Going to Hurt: Secret Diaries of a Junior Doctor (Kindle Edition),Adam Kay,4.35,"305,117","21,747",31,2017,4.41,239061,"Nonfiction,Autobiography,Health,Biography,Medical,Audiobook,Humor,Science,Biography,Biography Memoir",yes
829,The It Girl (Hardcover),Ruth Ware,3.76,"1,586,339","141,424",17,2022,3.89,84541,"Mystery,Thriller,Thriller,Fiction,Audiobook,Suspense,Adult,Mystery,Contemporary,Adult Fiction",yes
830,Think Again: The Power of Knowing What You Don't Know (Hardcover),Adam M. Grant,4.04,"195,754","14,552",8,2021,4.24,66081,"Nonfiction,Psychology,Self Help,Business,Audiobook,Self Help,Leadership,Science,Philosophy,Education",yes
831,"Hook, Line, and Sinker (Bellinger Sisters, #2)",Tessa Bailey,3.9,"1,002,273","113,174",78,2022,4.03,182354,"Romance,Contemporary,Romance,Fiction,Adult,Audiobook,Womens Fiction,New Adult,Adult Fiction",yes
832,In the Dream House (Hardcover),Carmen Maria Machado,4.12,"183,806","28,174",94,2019,4.47,82107,"Nonfiction,Autobiography,LGBT,LGBT,Audiobook,Biography,Feminism,Adult,Horror,Biography Memoir",yes
833,"Fall of Giants (The Century Trilogy, #1)",Ken Follett,4.22,"2,287,652","119,997",237,2010,4.3,304370,"Historical,Fiction,Historical,War,Audiobook,Novels,Adult,War,Cultural,Epic",yes
834,Home Before Dark (Hardcover),Riley Sager,3.87,"711,749","95,191",10,2020,4.09,135341,"Horror,Thriller,Mystery,Thriller,Fiction,Audiobook,Adult,Fantasy,Suspense,Paranormal",yes
835,The Art of Happiness (Hardcover),Dalai Lama XIV,4.18,"329,280","18,626",809,1998,4.16,109644,"Nonfiction,Philosophy,Spirituality,Self Help,Religion,Psychology,Religion,Self Help,Inspirational,Biography",yes
836,"Neon Gods (Dark Olympus, #1)",Katee Robert,3.75,"506,591","61,425",134,2021,3.74,129135,"Romance,Fantasy,Fantasy,Retellings,Adult,Fiction,Mythology,Romance,Audiobook,Contemporary",yes
837,The Book of Lost Names (Hardcover),Kristin Harmel,4.26,"298,562","31,726",24,2020,4.4,129418,"Historical,Fiction,War,Historical,Audiobook,Romance,War,World War II,Adult,Writing",yes
838,The Good Girl (Hardcover),Mary Kubica,3.83,"633,775","57,334",22,2014,3.82,223247,"Mystery,Fiction,Thriller,Thriller,Suspense,Audiobook,Mystery,Adult,Contemporary,Thriller",yes
839,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,4.34,"11,197,573","446,248",278,2006,4.24,989443,"Fantasy,Young Adult,Fantasy,Fiction,Childrens,Adventure,Mythology,Childrens,Fantasy,Audiobook",yes
840,"Fable (Fable, #1)",Adrienne Young,4.0,"192,159","31,034",12,2020,4.07,67020,"Fantasy,Young Adult,Romance,Adventure,Young Adult,Fiction,Adventure,Audiobook,Fantasy,Romance",yes
841,The Water Dancer (Hardcover),Ta-Nehisi Coates,4.27,"499,214","49,085",221,2019,4.07,100429,"Fiction,Historical,Fantasy,Magical Realism,Audiobook,Historical,Race,Cultural,Adult,Novels",yes
842,The Kitchen House (Paperback),Kathleen Grissom,4.21,"290,107","23,344",6,2010,4.2,256085,"Historical,Fiction,Historical,Book Club,Audiobook,Adult,Adult Fiction,American,Novels,Cultural",yes
843,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers (Hardcover),Ben Horowitz,4.21,"89,187","4,291",16,2014,4.23,81338,"Business,Nonfiction,Business,Business,Leadership,Self Help,Buisness,Biography,Self Help,Science",yes
844,The Very Hungry Caterpillar (Board book),Eric Carle,4.24,"978,734","27,037",417,1969,4.31,468762,"Childrens,Childrens,Fiction,Classics,Animals,Food and Drink,Number,Childrens,Kids,Science",yes
845,Luckiest Girl Alive (Hardcover),Jessica Knoll,3.49,"212,732","17,478",3,2015,3.54,191409,"Fiction,Mystery,Thriller,Thriller,Audiobook,Contemporary,Adult,Suspense,Adult Fiction,Womens Fiction",yes
846,The Woman in White (Paperback),Wilkie Collins,3.92,"291,881","20,015","1,299",1859,4.0,145377,"Classics,Mystery,Fiction,Gothic,Horror,Literature,Historical,Historical,Literature,Thriller",yes
847,"As Good As Dead (A Good Girl's Guide to Murder, #3)",Holly  Jackson,4.33,"755,721","94,926",10,2021,4.19,108146,"Mystery,Young Adult,Thriller,Thriller,Fiction,Contemporary,Audiobook,Mystery,Mystery,Romance",yes
848,"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,4.09,"881,137","46,481",65,2010,3.94,333042,"Young Adult,Fantasy,Science Fiction,Fiction,Science Fiction,Romance,Fantasy,Adventure,Young Adult,Action",yes
849,"The Butterfly Garden  (The Collector, #1)",Dot Hutchison,4.08,"227,890","20,556",7,2016,4.07,156599,"Thriller,Horror,Mystery,Fiction,Thriller,Mystery,Suspense,Adult,Dark,Audiobook",yes
850,The Audacity of Hope: Thoughts on Reclaiming the American Dream (Hardcover),Barack Obama,4.04,"592,649","34,941",223,2006,3.81,159414,"Nonfiction,Politics,Biography,Autobiography,Audiobook,Biography,History,Biography Memoir,Politics,Philosophy",yes
851,"King's Cage (Red Queen, #3)",Victoria Aveyard,3.94,"1,634,737","124,980",24,2017,3.94,205792,"Fantasy,Young Adult,Science Fiction,Romance,Fiction,Young Adult,Audiobook,Science Fiction,Fantasy,Fantasy",yes
852,Uncle Tom's Cabin (Paperback),Harriet Beecher Stowe,3.9,"225,783","9,953",674,1852,3.9,216016,"Classics,Fiction,Historical,Literature,Historical,Literature,Novels,Classics,Literature,Academic",yes
853,The Light We Lost (Hardcover),Jill Santopolo,3.82,"165,907","14,963",28,2017,3.87,136525,"Romance,Fiction,Contemporary,Womens Fiction,Audiobook,Adult,Adult Fiction,Romance,Book Club,Novels",yes
854,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI (ebook),David Grann,4.02,"279,209","28,077",19,2017,4.1,182592,"Nonfiction,History,Crime,Mystery,Audiobook,Mystery,Historical,North American Hi...,Book Club,Adult",yes
855,How to Be an Antiracist (Hardcover),Ibram X. Kendi,4.43,"203,622","26,245",22,2019,4.38,105423,"Nonfiction,Race,Social Movements,Race,Politics,Audiobook,History,Autobiography,Sociology,Cultural",yes
856,"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,4.0,"380,460","39,068",86,2009,3.89,195667,"Historical,Fiction,Historical,European Literature,Audiobook,Literary Fiction,Novels,Literature,Unfinished,English History",yes
857,A Midsummer Night's Dream (Paperback),William Shakespeare,3.86,"7,295,856","154,518","7,712",1595,3.95,504039,"Classics,Plays,Fiction,Fantasy,Drama,Academic,Romance,Plays,Poetry,Literature",yes
858,Number the Stars (Mass Market Paperback),Lois Lowry,4.1,"3,288,566","133,159",100,1989,4.17,523447,"Historical,Young Adult,Fiction,Classics,Childrens,Historical,Childrens,World War II,Academic,War",yes
859,The Book of Cold Cases (Hardcover),Simone St. James,3.97,"321,494","41,277",9,2022,3.82,75288,"Mystery,Thriller,Thriller,Fiction,Horror,Fantasy,Audiobook,Adult,Suspense,Mystery",yes
860,"Adulthood Is a Myth (Sarah's Scribbles, #1)",Sarah Andersen,4.15,"212,487","22,695",14,2016,4.12,121113,"Sequential Art,Sequential Art,Humor,Nonfiction,Graphic Novels Comics,Adult,Humor,Contemporary,Comics,Art",yes
861,The Emperor of All Maladies: A Biography of Cancer (Hardcover),Siddhartha Mukherjee,4.32,"145,036","12,607",28,2010,4.32,93652,"Nonfiction,Science,History,Health,Medical,Health,Science,Audiobook,Biography,Science",yes
862,"Every Day (Every Day, #1)",David Levithan,3.74,"1,371,653","112,797",106,2012,3.91,222684,"Young Adult,Romance,Fantasy,Fiction,Contemporary,LGBT,Fantasy,Magical Realism,Young Adult,Science Fiction",yes
863,The Last Mrs. Parrish (Paperback),Liv Constantine,3.89,"315,855","25,900",10,2017,3.97,243599,"Thriller,Fiction,Mystery,Thriller,Audiobook,Suspense,Thriller,Contemporary,Adult,Adult Fiction",yes
864,The Invisible Man (Paperback),H.G. Wells,3.82,"1,238,347","50,189","2,250",1897,3.64,175678,"Classics,Science Fiction,Fiction,Horror,Fantasy,Audiobook,Literature,Novels,Literature,Science Fiction Fantasy",yes
865,You Deserve Each Other (Kindle Edition),Sarah Hogle,3.89,"114,174","21,140",5,2020,3.95,82922,"Romance,Contemporary,Romance,Adult,Fiction,Womens Fiction,Audiobook,Humor,New Adult,Adult Fiction",yes
866,The Second Sex (Paperback),Simone de Beauvoir,4.07,"140,662","11,136",213,1949,4.15,37727,"Feminism,Nonfiction,Philosophy,Classics,Womens,Gender,Cultural,Sociology,Politics,Gender",yes
867,"Poison Study (Study, #1)",Maria V. Snyder,4.03,"568,696","42,941",64,2005,4.1,159127,"Fantasy,Young Adult,Romance,Fantasy,Fiction,Young Adult,Fantasy,Fantasy,Adventure,Romance",yes
868,Clap When You Land (Hardcover),Elizabeth Acevedo,4.3,"281,118","47,891",19,2020,4.26,86368,"Young Adult,Poetry,Contemporary,Fiction,Audiobook,LGBT,Realistic Fiction,LGBT,LGBT,Family",yes
869,Tender is the Flesh (Paperback),Agustina Bazterrica,3.88,"87,615","18,913",9,2017,3.88,87291,"Horror,Fiction,Science Fiction,Science Fiction,Adult,Thriller,Audiobook,Contemporary,Dark,Speculative Fiction",yes
870,"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",Arthur Conan Doyle,4.18,"2,310,190","85,792","6,786",1892,4.3,279132,"Classics,Mystery,Fiction,Short Stories,Mystery,Mystery,Thriller,Audiobook,Literature,Historical",yes
871,So You Want to Talk About Race (Hardcover),Ijeoma Oluo,4.49,"112,561","13,129",15,2018,4.51,97777,"Nonfiction,Race,Audiobook,Social Movements,Race,Politics,Sociology,Writing,Feminism,Adult",yes
872,Cutting for Stone (Hardcover),Abraham   Verghese,4.3,"440,150","36,353",14,2009,4.3,358850,"Fiction,Historical,Cultural,Book Club,Health,Eastern Africa,Medical,Literary Fiction,Novels,Historical",yes
873,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary (Paperback)",Simon Winchester,3.85,"188,425","14,913",74,1998,3.84,112171,"Nonfiction,History,Biography,Humanities,Writing,Historical,Crime,Audiobook,Humanities,Biography Memoir",yes
874,"Addicted to You (Addicted, #1)",Krista Ritchie,4.14,"532,013","64,267",36,2013,3.83,96713,"Romance,New Adult,Contemporary,Romance,Academic,Adult,Fiction,Dark,Health,Sociology",yes
875,Essentialism: The Disciplined Pursuit of Less (Hardcover),Greg McKeown,4.04,"107,710","9,489",12,2011,4.04,89998,"Nonfiction,Self Help,Business,Productivity,Self Help,Psychology,Philosophy,Audiobook,Leadership,Business",yes
876,As I Lay Dying (Paperback),William Faulkner,3.84,"564,338","31,928",573,1930,3.72,154619,"Classics,Fiction,Literature,Novels,Literature,Academic,Gothic,Literary Fiction,Literature,American",yes
877,"Anna Dressed in Blood (Anna, #1)",Kendare Blake,3.89,"402,363","50,430",41,2011,3.91,103060,"Young Adult,Horror,Fantasy,Fantasy,Paranormal,Romance,Fantasy,Fiction,Fantasy,Mystery",yes
878,"The Gilded Wolves (The Gilded Wolves, #1)",Roshani Chokshi,3.93,"154,644","31,362",38,2019,3.73,38665,"Fantasy,Young Adult,Historical,Historical,Young Adult,Fiction,LGBT,Romance,Fantasy,Audiobook",yes
879,"Crave (Crave, #1)",Tracy Wolff,4.04,"301,379","35,493",97,2020,3.82,109902,"Fantasy,Romance,Young Adult,Fantasy,Paranormal,Fiction,Audiobook,Romance,Young Adult,Fantasy",yes
880,The Girl with the Louding Voice (Hardcover),Abi Daré,4.45,"123,444","13,643",4,2020,4.45,123346,"Fiction,Contemporary,Cultural,Feminism,Audiobook,Literary Fiction,Adult,Western Africa,Adult Fiction,Young Adult",yes
881,"The Lost Symbol (Robert Langdon, #3)",Dan Brown,3.87,"7,967,790","200,537",134,2009,3.73,578359,"Fiction,Mystery,Thriller,Thriller,Suspense,Adventure,Historical,Mystery,Novels,Adult",yes
882,The BFG (Paperback),Roald Dahl,4.14,"3,884,933","114,661",913,1982,4.22,446256,"Fantasy,Childrens,Fiction,Classics,Childrens,Young Adult,Humor,Adventure,Audiobook,Childrens",yes
883,Never Split the Difference: Negotiating As If Your Life Depended On It (Hardcover),Chris Voss,4.37,"120,222","7,726",20,2016,4.37,120094,"Business,Nonfiction,Psychology,Self Help,Self Help,Leadership,Language,Audiobook,Business,Business",yes
884,The Art Book (Paperback),Phaidon Press,3.89,"193,864","1,208",213,1997,3.85,151278,"Art,Nonfiction,Reference,Art,History,Art,Design,Art,Art and Photography,Art",yes
885,"The Good Daughter (Good Daughter, #1)",Karin Slaughter,4.07,"1,522,375","109,106",107,2017,4.13,148231,"Thriller,Mystery,Fiction,Thriller,Audiobook,Mystery,Suspense,Adult,Contemporary,Thriller",yes
886,A Confederacy of Dunces (Paperback),John Kennedy Toole,3.88,"266,030","17,835",2,1980,3.88,259121,"Fiction,Classics,Humor,Literature,Humor,Novels,Literature,Literary Fiction,Audiobook,Contemporary",yes
887,The Library Book (Hardcover),Susan Orlean,3.85,"145,483","22,294",40,2018,3.9,105207,"Nonfiction,History,Writing,Audiobook,Crime,Adult,Historical,Mystery,Mystery,Book Club",yes
888,Mad Honey (Hardcover),Jodi Picoult,3.99,"4,447,211","273,762",82,2022,4.24,45210,"Fiction,Mystery,Contemporary,Audiobook,Thriller,Romance,Adult,Thriller,LGBT,Adult Fiction",yes
889,Half of a Yellow Sun (Hardcover),Chimamanda Ngozi Adichie,4.33,"1,015,537","93,204",111,2006,4.33,140325,"Fiction,Historical,Cultural,Western Africa,War,Historical,Literature,Contemporary,Novels,Literary Fiction",yes
890,"A Child Called ""It"" (Dave Pelzer, #1)",Dave Pelzer,4.11,"531,629","22,591",39,1995,4.12,412484,"Nonfiction,Autobiography,Biography,Psychology,Biography,Sociology,Adult,Biography Memoir,Crime,True Story",yes
891,We Are Okay (Hardcover),Nina LaCour,3.87,"212,731","32,333",18,2017,3.95,77512,"Young Adult,Contemporary,LGBT,Fiction,LGBT,LGBT,Health,Romance,Realistic Fiction,Audiobook",yes
892,"The Thief (The Queen's Thief, #1)",Megan Whalen Turner,4.09,"214,478","24,004",16,1996,3.86,80042,"Fantasy,Young Adult,Fiction,Adventure,Historical,Young Adult,Fantasy,Fantasy,Audiobook,Childrens",yes
893,The Heart's Invisible Furies (Hardcover),John Boyne,4.16,"1,045,043","70,117",44,2017,4.5,125630,"Historical,Fiction,LGBT,Cultural,Historical,Literary Fiction,Audiobook,Contemporary,LGBT,European Literature",yes
894,Sh*t My Dad Says (Hardcover),Justin Halpern,3.95,"174,672","10,750",6,2010,3.98,153505,"Humor,Nonfiction,Autobiography,Humor,Biography,Audiobook,Adult,Family,Biography Memoir,Biography",yes
895,The Psychology of Money (Paperback),Morgan Housel,4.38,"88,310","7,406",4,2020,4.38,87877,"Economics,Nonfiction,Psychology,Business,Self Help,Currency,Economics,Finance,Self Help,Audiobook",yes
896,The Story of My Life (Paperback),Helen Keller,4.07,"150,866","4,221",111,1902,4.07,143644,"Nonfiction,Biography,Classics,Autobiography,History,Biography,Biography Memoir,Historical,Disability,Audiobook",yes
898,The Things We Cannot Say (Hardcover),Kelly Rimmer,4.34,"217,502","20,333",17,2019,4.51,109921,"Historical,Fiction,War,Audiobook,Historical,War,Romance,Adult,World War II,Book Club",yes
899,Hidden Figures (Paperback),Margot Lee Shetterly,3.96,"117,132","12,589",5,2016,3.97,97590,"Nonfiction,History,Science,Biography,Audiobook,Feminism,Historical,Space,Adult,Biography Memoir",yes
900,The Historian (Kindle Edition),Elizabeth Kostova,3.77,"308,232","24,809",13,2005,3.79,257005,"Fiction,Historical,Fantasy,Horror,Mystery,Paranormal,Historical,Gothic,Fantasy,Thriller",yes
901,Tao Te Ching (Paperback),Lao Tzu,4.29,"148,159","6,754",337,350,4.29,142323,"Philosophy,Nonfiction,Classics,Religion,Spirituality,Poetry,Cultural,Religion,Self Help,Philosophy",yes
902,Dead Poets Society (Paperback),N.H. Kleinbaum,4.2,"79,223","5,246",12,1988,4.2,78967,"Classics,Fiction,Young Adult,Contemporary,Novels,Poetry,Drama,Academic,Literature,Media Tie In",yes
903,A New Earth: Awakening to Your Life's Purpose (Paperback),Eckhart Tolle,4.16,"563,851","25,042",207,2005,4.13,185725,"Spirituality,Nonfiction,Self Help,Philosophy,Psychology,Self Help,Inspirational,Religion,Audiobook,Spirituality",yes
904,"Red Dragon (Hannibal Lecter, #1)",Thomas  Harris,4.08,"1,002,450","22,444",28,1981,4.05,310844,"Horror,Fiction,Thriller,Mystery,Mystery,Thriller,Suspense,Novels,Classics,Adult",yes
905,A Light in the Attic (Hardcover),Shel Silverstein,4.34,"3,015,046","42,829",118,1981,4.35,420819,"Poetry,Childrens,Classics,Fiction,Humor,Young Adult,Childrens,Literature,Childrens,Childrens",yes
906,"This Savage Song (Monsters of Verity, #1)",Victoria Schwab,3.97,"394,763","67,494",30,2016,4.05,91467,"Fantasy,Young Adult,Science Fiction,Fantasy,Fantasy,Fiction,Young Adult,Audiobook,Horror,Science Fiction",yes
907,"The Gentleman's Guide to Vice and Virtue (Montague Siblings, #1)",Mackenzi Lee,4.04,"215,548","36,148",18,2017,4.05,126173,"Historical,Young Adult,LGBT,Romance,Historical,Fiction,LGBT,Audiobook,Fantasy,Adventure",yes
908,Fairy Tale (Hardcover),Stephen King,4.06,"17,485,116","775,867","1,886",2022,4.22,69669,"Fantasy,Fiction,Horror,Audiobook,Thriller,Adult,Science Fiction,Adventure,Science Fiction Fantasy,Young Adult",yes
909,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman,4.37,"719,117","29,905",115,1986,4.37,301476,"Sequential Art,Sequential Art,History,Nonfiction,Autobiography,World War II,Biography,Historical,War,Graphic Novels Comics",yes
910,"Furyborn (Empirium, #1)",Claire Legrand,3.85,"103,339","18,161",24,2018,3.82,40286,"Fantasy,Young Adult,Young Adult,Romance,Fiction,Fantasy,Fantasy,New Adult,Audiobook,Paranormal",yes
911,"War Storm (Red Queen, #4)",Victoria Aveyard,3.94,"1,634,737","124,980",24,2018,3.85,133178,"Fantasy,Young Adult,Science Fiction,Romance,Fiction,Young Adult,Audiobook,Science Fiction,Fantasy,Fantasy",yes
912,The Lucky One (Hardcover),Nicholas Sparks,4.1,"6,336,902","194,782",193,2007,4.12,349196,"Romance,Fiction,Womens Fiction,Contemporary,Adult,Romance,Adult Fiction,Love,Drama,Romance",yes
913,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration (Hardcover)",Ed Catmull,4.21,"85,126","5,108",6,2014,4.21,84515,"Business,Nonfiction,Leadership,Business,Biography,Self Help,Design,Audiobook,Self Help,Business",yes
914,How to Cook Everything: Simple Recipes for Great Food (Hardcover),Mark Bittman,3.98,"142,216","3,988",58,1998,3.99,95925,"Food and Drink,Food and Drink,Food and Drink,Nonfiction,Reference,Food and Drink,Health,Food and Drink,How To,Food and Drink",yes
915,Tender Is the Night (Paperback),F. Scott Fitzgerald,3.91,"5,107,601","118,141","1,273",1934,3.8,127275,"Classics,Fiction,Literature,Romance,Literature,Novels,Literature,Literary Fiction,Cultural,Classics",yes
