,Title,Author,Author Average Rating,Author Votes,Review Count,Distinct Works,Year,Rating,Raters,Genres
1051,Winter Garden (Hardcover),Kristin Hannah,4.31,3556534,296625,medium,new,4.24,large,"Historical,Fiction,Womens Fiction,Historical,Contemporary,Cultural,Romance,Audiobook,War,Adult Fiction"
1052,L'Affaire,Diane Johnson,3.48,21566,2555,medium,new,2.95,small,"Fiction,Womens Fiction,Cultural,Romance,Contemporary,Novels,Travel,Literary Fiction,Womens Fiction,Unfinished"
1053,In the Dream House (Hardcover),Carmen Maria Machado,4.12,183806,28174,medium,new,4.47,large,"Nonfiction,Autobiography,LGBT,LGBT,Audiobook,Biography,Feminism,Adult,Horror,Biography Memoir"
1054,Maggie Smith,Michael Coveney,3.2,1204,264,small,new,3.02,small,"Biography,Nonfiction,Biography Memoir,Audiobook,Autobiography,History,Biography,European Literature,Media Tie In,Adult"
1055,Kitchen Confidential: Adventures in the Culinary Underbelly (Paperback),Anthony Bourdain,4.04,404064,25074,medium,new,4.13,large,"Nonfiction,Food and Drink,Autobiography,Biography,Food and Drink,Audiobook,Biography,Biography Memoir,Humor,Food and Drink"
1056,Recursion (Hardcover),Blake Crouch,4.06,940078,102538,medium,new,4.16,large,"Science Fiction,Fiction,Thriller,Science Fiction,Audiobook,Mystery,Adult,Thriller,Fantasy,Science Fiction Fantasy"
1057,Watchmen (Paperback),Alan Moore,4.24,1681066,52900,large,new,4.37,large,"Sequential Art,Sequential Art,Fiction,Science Fiction,Fantasy,Graphic Novels Comics,Comics,Classics,Comics,Science Fiction"
1058,Rogue Touch,Christine Woodward,2.89,428,109,small,new,2.86,small,"Fantasy,Comics,Young Adult,Sequential Art,Romance,Science Fiction,Fiction,Superheroes,Science Fiction,Fantasy"
1059,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis (Hardcover),J.D. Vance,3.88,383097,32579,very small,new,3.88,large,"Nonfiction,Autobiography,Biography,Audiobook,Politics,Biography Memoir,Sociology,History,Biography,Adult"
1060,A Taint in the Blood (Shadowspawn #1),S.M. Stirling,3.91,166564,10154,average,new,2.99,small,"Fantasy,Fantasy,Fiction,Paranormal,Horror,Fantasy,Urban,Fantasy,Adult,Science Fiction"
1061,"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character (Paperback)",Richard P. Feynman,4.25,338645,12974,average,old,4.27,large,"Science,Nonfiction,Biography,Science,Autobiography,Biography,Humor,History,Biography Memoir,Audiobook"
1062,Actors Anonymous,James Franco,3.19,19691,2824,small,new,2.58,medium,"Fiction,Short Stories,Contemporary,Adult,Literature,Audiobook,Humor,Unfinished,Novels,American"
1063,Red Skull,Joshua Williamson,3.8,93813,10384,large,new,2.84,small,"Sequential Art,Superheroes,Sequential Art,Comics,Sequential Art,Fiction,Thriller,Fantasy"
1064,"Where She Went (If I Stay, #2)",Gayle Forman,3.92,1427846,98478,small,new,3.99,large,"Young Adult,Romance,Contemporary,Fiction,Realistic Fiction,Music,New Adult,Young Adult,Audiobook,Young Adult"
1065,Devotion,Madeline  Stevens,2.77,1539,295,very small,new,2.77,medium,"Fiction,Contemporary,Thriller,Suspense,Literary Fiction,Mystery,Drama,Thriller,Audiobook,Adult"
1066,The Canterbury Tales (Paperback),Geoffrey Chaucer,3.56,251646,6171,large,old,3.52,large,"Classics,Fiction,Poetry,Literature,Academic,Short Stories,Historical,Historical,Classics,Academic"
1067,Every Last Word (Hardcover),Tamara Ireland Stone,4.18,89781,11480,small,new,4.26,large,"Young Adult,Contemporary,Health,Romance,Fiction,Mental Health,Realistic Fiction,Poetry,Young Adult,Young Adult"
1068,"The Hitchhiker's Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,4.2,3166111,75134,medium,old,4.23,large,"Science Fiction,Fiction,Humor,Classics,Fantasy,Humor,Science Fiction Fantasy,Audiobook,Adventure,Novels"
1069,Circe (Hardcover),Madeline Miller,4.31,1843766,198156,small,new,4.25,large,"Fantasy,Fiction,Fantasy,Historical,Mythology,Retellings,Audiobook,Historical,Adult,Fantasy"
1070,"Sabriel (Abhorsen,  #1)",Garth Nix,4.04,882095,48202,average,new,4.16,large,"Fantasy,Young Adult,Fiction,Fantasy,Young Adult,Fantasy,Adventure,Audiobook,Science Fiction Fantasy,Young Adult"
1071,We Were the Lucky Ones (Hardcover),Georgia Hunter,4.4,130727,10666,very small,new,4.4,large,"Historical,Fiction,War,Historical,World War II,War,Audiobook,Adult,Adult Fiction,Family"
1072,Josh and Hazel's Guide to Not Dating (Paperback),Christina Lauren,3.99,2257914,229494,medium,new,4.0,large,"Romance,Contemporary,Romance,Fiction,Adult,Womens Fiction,Audiobook,New Adult,Adult Fiction,Humor"
1073,Rebecca (ebook),Daphne du Maurier,4.15,761755,54880,average,old,4.24,large,"Classics,Fiction,Mystery,Gothic,Romance,Historical,Thriller,Horror,Thriller,Suspense"
1074,"Hush, Hush (Hush, Hush, #1)",Becca Fitzpatrick,4.0,1472129,64248,small,new,3.94,large,"Young Adult,Fantasy,Romance,Fantasy,Paranormal,Romance,Fiction,Fantasy,Fantasy,Young Adult"
1075,The Casual Vacancy (Hardcover),J.K. Rowling,4.46,32199772,716330,large,new,3.3,large,"Fiction,Contemporary,Mystery,Adult,Adult Fiction,Drama,Unfinished,European Literature,Novels,Audiobook"
1076,"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman,4.0,502864,48617,small,new,4.13,large,"Romance,Fiction,LGBT,Contemporary,LGBT,Audiobook,LGBT,Young Adult,Young Adult,Adult"
1077,"Caraval (Caraval, #1)",Stephanie Garber,4.12,651245,88736,very small,new,4.0,large,"Fantasy,Young Adult,Romance,Fiction,Young Adult,Fantasy,Mystery,Audiobook,Adventure,Fantasy"
1078,The Silence,Don DeLillo,3.65,263175,21930,medium,new,2.68,medium,"Fiction,Science Fiction,Science Fiction,Contemporary,Novella,Audiobook,Literary Fiction,Novels,Literature,Literature"
1079,"Still Life (Chief Inspector Armand Gamache, #1)",Louise Penny,4.2,1358744,123414,small,new,3.9,large,"Mystery,Fiction,Mystery,Thriller,Audiobook,Cultural,Adult,Thriller,Mystery,Adult Fiction"
1080,Blueprint Blaupause,Charlotte Kerner,2.77,1396,76,small,new,2.73,medium,"Academic,Science Fiction,European Literature,Young Adult,Science Fiction,Fiction,Academic,Music,Contemporary,Childrens"
1081,"Apocalypse Wars (Uncanny X-Men: Superior, #2)",Cullen Bunn,3.82,158359,15904,large,new,2.97,small,"Sequential Art,Superheroes,Marvel,Sequential Art,Comics,Comics,Graphic Novels Comics,Fiction,Science Fiction"
1082,Billy Summers (Hardcover),Stephen King,4.06,17485134,775869,large,new,4.23,large,"Fiction,Thriller,Horror,Mystery,Mystery,Audiobook,Thriller,Suspense,Adult,Contemporary"
1083,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,4.21,574768,59983,medium,new,4.21,large,"Fiction,Science Fiction,Science Fiction,Fantasy,Apocalyptic,Classics,Speculative Fiction,Science Fiction Fantasy,Audiobook,Novels"
1084,"Babel, Or the Necessity of Violence: An Arcane History of the Oxford Translators’ Revolution (Hardcover)",R.F. Kuang,4.26,304442,57981,small,new,4.36,large,"Fantasy,Historical,Fiction,Historical,Adult,Audiobook,Historical Fiction,Fantasy,Science Fiction,Science Fiction Fantasy"
1085,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch (Mass Market Paperback)",Terry Pratchett,4.16,4926073,186954,large,new,4.25,large,"Fantasy,Fiction,Humor,Fantasy,Humor,Audiobook,Science Fiction Fantasy,Adult,Science Fiction,Fantasy"
1086,After Me Comes the Flood,Sarah Perry,3.49,75036,10096,small,new,2.8,medium,"Fiction,Contemporary,Mystery,Literary Fiction,Gothic,Audiobook,Thriller,Unfinished,European Literature,Adult Fiction"
1087,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",Gregory Maguire,3.54,925153,51656,medium,new,3.54,large,"Fantasy,Fiction,Adult,Retellings,Science Fiction Fantasy,Adult Fiction,Paranormal,Fantasy,Fantasy,Classics"
1088,Memoirs of a Geisha (Mass Market Paperback),Arthur Golden,4.14,1906202,33687,very small,new,4.14,large,"Fiction,Historical,Romance,Historical,Classics,Cultural,Adult,Novels,Cultural,Adult Fiction"
1089,The Time Machine (Paperback),H.G. Wells,3.82,1238338,50188,large,old,3.9,large,"Classics,Science Fiction,Fiction,Science Fiction,Fantasy,Science Fiction,Literature,Science Fiction Fantasy,Adventure,Audiobook"
1090,Say Nothing: A True Story of Murder and Memory in Northern Ireland (Hardcover),Patrick Radden Keefe,4.45,159838,18613,small,new,4.45,large,"Nonfiction,History,Crime,Cultural,Politics,Mystery,Audiobook,Historical,Mystery,European Literature"
1091,"Green Arrow, Volume 2: Triple Threat",Ann Nocenti,3.6,22537,2574,large,new,2.7,small,"Sequential Art,Sequential Art,Superheroes,Comics,Graphic Novels Comics,Comics,Fiction,Science Fiction"
1092,Nothing Is Quite Forgotten in Brooklyn,Alice Mattison,3.19,3160,635,small,new,2.99,small,"Fiction,Historical,Contemporary,Literary Fiction,New York"
1093,The Glades,Clifton Campbell,2.93,289,45,very small,new,2.93,small,"Mystery,Fiction,Thriller,Short Stories,Thriller,Mystery"
1094,"A Deadly Education (The Scholomance, #1)",Naomi Novik,4.06,867228,97459,medium,new,4.01,large,"Fantasy,Young Adult,Fiction,Fantasy,Horror,Young Adult,Audiobook,Fantasy,Fantasy,Science Fiction Fantasy"
1095,Games to Play After Dark,Sarah Gardner Borden,2.62,296,75,very small,new,2.62,small,"Fiction,Contemporary"
1096,Summer Reading,Hilma Wolitzer,3.54,8173,1345,small,new,2.75,small,"Fiction,Womens Fiction,Writing,Relationships,Womens,Adult,Womens Fiction,Audiobook,Contemporary,Adult Fiction"
1097,"Bloodlines (Bloodlines, #1)",Richelle Mead,4.24,3310108,152580,medium,new,4.2,large,"Young Adult,Fantasy,Paranormal,Fantasy,Romance,Fantasy,Fantasy,Fantasy,Romance,Fiction"
1098,The Dressmaker,Elizabeth Oberbeck,2.86,716,143,very small,new,2.9,small,"Fiction,Romance,Historical,Womens Fiction,Couture,Cultural,Adult,Adult Fiction,Book Club"
1099,Speak (Hardcover),Laurie Halse Anderson,4.01,997105,70074,medium,new,4.04,large,"Young Adult,Fiction,Contemporary,Realistic Fiction,Health,Young Adult,Young Adult,Young Adult,Academic,Sociology"
1100,The Receptionist: An Education at The New Yorker,Janet Groth,2.6,1963,470,very small,new,2.55,medium,"Autobiography,Nonfiction,Biography,New York,Biography,History,Adult,Biography Memoir,Unfinished,Literature"
1101,History Is All You Left Me (ebook),Adam Silvera,3.85,859181,112877,small,new,3.97,large,"Young Adult,Contemporary,LGBT,Romance,Fiction,LGBT,Health,LGBT,Young Adult,Mental Health"
1102,The Paris Library (Hardcover),Janet Skeslien Charles,4.07,95446,10529,very small,new,4.08,large,"Historical,Fiction,Historical,War,Writing,Audiobook,Cultural,War,Adult,Adult Fiction"
1103,Everything is Illuminated (Paperback),Jonathan Safran Foer,3.96,726611,48549,medium,new,3.89,large,"Fiction,Historical,Contemporary,Novels,Literature,Literary Fiction,Magical Realism,World War II,Literature,Historical"
1104,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,4.34,11197573,446248,average,new,4.41,large,"Fantasy,Young Adult,Fantasy,Fiction,Childrens,Adventure,Mythology,Childrens,Fantasy,Fantasy"
1105,Washington: A Life (Hardcover),Ron Chernow,4.2,306037,18367,small,new,4.13,large,"Biography,History,Nonfiction,Politics,North American Hi...,Politics,Biography Memoir,Military History,Audiobook,Historical"
1106,A Room of One's Own (Paperback),Virginia Woolf,3.86,1099174,66047,large,old,4.2,large,"Classics,Nonfiction,Feminism,Writing,Philosophy,Language,Literature,Womens,Literature,European Literature"
1107,"Under the Never Sky (Under the Never Sky, #1)",Veronica Rossi,4.04,262497,21220,small,new,3.99,large,"Young Adult,Science Fiction,Fantasy,Romance,Science Fiction,Fiction,Apocalyptic,Adventure,Fantasy,Young Adult"
1108,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,4.34,11197105,446238,average,new,4.29,large,"Fantasy,Young Adult,Fantasy,Fiction,Childrens,Adventure,Childrens,Mythology,Fantasy,Audiobook"
1109,"A Touch of Darkness (Hades & Persephone, #1)",Scarlett St.  Clair,3.89,358148,36320,small,new,3.85,large,"Fantasy,Romance,Fantasy,Retellings,Mythology,Romance,New Adult,Fiction,Adult,Audiobook"
1110,"Ruin and Rising (The Shadow and Bone Trilogy, #3)",Leigh Bardugo,4.17,3659601,407636,medium,new,4.02,large,"Fantasy,Young Adult,Romance,Fiction,Young Adult,Fantasy,Fantasy,Adventure,Audiobook,Fantasy"
1111,The Woman in White (Paperback),Wilkie Collins,3.92,291881,20015,large,old,4.0,large,"Classics,Mystery,Fiction,Gothic,Horror,Literature,Historical,Historical,Literature,Thriller"
1112,Bad Blood: Secrets and Lies in a Silicon Valley Startup (Hardcover),John Carreyrou,4.41,234593,20700,very small,new,4.41,large,"Nonfiction,Business,Crime,Audiobook,Science,Mystery,Biography,Science,History,Writing"
1113,Orange Is the New Black (Hardcover),Piper Kerman,3.72,194697,14997,very small,new,3.72,large,"Nonfiction,Autobiography,Biography,Audiobook,Biography Memoir,Biography,Adult,Mystery,Crime,Contemporary"
1114,The Rise and Fall of the Third Reich: A History of Nazi Germany (Mass Market Paperback),William L. Shirer,4.19,135468,4492,medium,old,4.19,large,"History,Nonfiction,War,War,Politics,Cultural,Historical,Audiobook,World War II,Military"
1115,"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,4.0,1864417,180088,medium,new,4.05,large,"Fantasy,Young Adult,Fantasy,Romance,Fiction,Fantasy,Fantasy,Audiobook,Young Adult,Fantasy"
1116,Such a Fun Age (Hardcover),Kiley Reid,3.82,447064,36561,very small,new,3.82,large,"Fiction,Contemporary,Audiobook,Adult,Race,Literary Fiction,Adult Fiction,Novels,Book Club,Realistic Fiction"
1117,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI (ebook),David Grann,4.02,279209,28077,small,new,4.1,large,"Nonfiction,History,Crime,Mystery,Audiobook,Mystery,Historical,North American Hi...,Book Club,Adult"
1118,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,4.05,2727921,84887,average,new,4.01,large,"Fantasy,Young Adult,Fiction,Childrens,Adventure,Childrens,Science Fiction,Classics,Science Fiction Fantasy,Science Fiction"
1119,Deep Work: Rules for Focused Success in a Distracted World (Hardcover),Cal Newport,4.13,247368,22563,medium,new,4.19,large,"Nonfiction,Self Help,Productivity,Business,Psychology,Self Help,Audiobook,Leadership,Business,Philosophy"
1120,Naked Came the Stranger,Penelope Ashe,2.98,372,73,very small,new,2.94,small,"Fiction,Adult Fiction,Humor,Sexuality,Classics,Humor,Novels"
1121,Lessons in Chemistry (Hardcover),Bonnie Garmus,4.38,234467,25445,very small,new,4.38,large,"Fiction,Historical,Romance,Audiobook,Feminism,Historical,Adult,Humor,Contemporary,Adult Fiction"
1122,Motherland,Amy Sohn,3.56,13499,1269,small,new,2.86,medium,"Fiction,Womens Fiction,Contemporary,New York,Adult Fiction,Adult,Parenting,Novels,Relationships,Family"
1123,A Thing (or Two) About Curtis and Camilla,Nick Fowler,2.82,163,27,very small,new,2.74,small,Fiction
1124,Antek,Bolesław Prus,3.63,31984,1403,average,new,2.8,medium,"European Literature,Classics,Academic,Fiction,Short Stories,Childrens,Literature,Literature,Positivism,Cultural"
1125,The Giving Tree (Hardcover),Shel Silverstein,4.34,3015019,42829,average,old,4.37,large,"Childrens,Fiction,Childrens,Classics,Poetry,Young Adult,Fantasy,Childrens,Kids,Short Stories"
1126,Superman: True Brit,Kim Howard Johnson,3.78,3729,374,small,new,2.79,small,"Sequential Art,Sequential Art,Dc Comics,Superheroes,Humor,Comics,Comics,Fiction,Graphic Novels Comics,Science Fiction"
1127,"Eat, Drink and Remarry: Confessions of a Serial Wife",Margo Howard,3.02,198,52,very small,new,2.93,small,"Nonfiction,Autobiography,Biography Memoir"
1128,The Help (Hardcover),Kathryn Stockett,4.47,2530559,87828,very small,new,4.47,large,"Fiction,Historical,Historical,Adult,Adult Fiction,Audiobook,Contemporary,Classics,Book Club,Womens Fiction"
1129,You Don't Scare Me,John Farris,3.62,9046,900,medium,new,2.88,small,"Horror,Fiction,Thriller,Fantasy"
1130,Cat's Cradle (Paperback),Kurt Vonnegut Jr.,4.07,2787250,100772,large,old,4.16,large,"Fiction,Classics,Science Fiction,Humor,Literature,Novels,Science Fiction,Literature,Fantasy,Literature"
1131,Three Quarters Dead,Richard Peck,3.94,107154,11781,medium,new,2.84,small,"Young Adult,Fantasy,Fantasy,Horror,Fantasy,Young Adult,Fiction,Young Adult,Paranormal,Mystery"
1132,Delusion,Laura L. Sullivan,3.77,12343,1766,small,new,2.93,small,"Historical,Fantasy,Young Adult,Romance,Historical,War,Fiction,Young Adult,War,Historical Fiction"
1133,The Haunting of Hill House (Paperback),Shirley Jackson,3.92,648274,61474,average,old,3.83,large,"Horror,Classics,Fiction,Gothic,Mystery,Fantasy,Audiobook,Thriller,Paranormal,Adult"
1134,Pride and Prejudice (Paperback),Jane Austen,4.14,7410567,236940,large,old,4.28,large,"Classics,Fiction,Romance,Historical,Literature,Historical,Novels,Audiobook,Romance,Adult"
1135,Blink: The Power of Thinking Without Thinking (Paperback),Malcolm Gladwell,4.03,2627137,106460,medium,new,3.96,large,"Nonfiction,Psychology,Business,Self Help,Science,Sociology,Audiobook,Self Help,Philosophy,Leadership"
1136,"Unravel Me (Shatter Me, #2)",Tahereh Mafi,4.09,2005157,210817,small,new,4.18,large,"Science Fiction,Young Adult,Fantasy,Romance,Science Fiction,Fantasy,Fiction,Young Adult,New Adult,Audiobook"
1137,So Long at the Fair,Christina Schwarz,3.73,86472,3516,small,new,2.79,small,"Fiction,Contemporary,Relationships,Adult,Marriage"
1138,"Handbook for Mortals (Handbook for Mortals, #1)",Lani Sarem,1.3,915,389,very small,new,1.3,small,"Fantasy,Young Adult,Romance,Fiction,Fantasy,New Adult,Unfinished,Fantasy,Mystery,Contemporary"
1139,The Hiding Place: The Triumphant True Story of Corrie Ten Boom (Paperback),Corrie ten Boom,4.45,332535,13767,medium,old,4.44,large,"Nonfiction,Biography,History,Christian,Classics,Autobiography,World War II,War,Historical,Biography Memoir"
1140,Macbeth (Paperback),William Shakespeare,3.86,7295829,154518,large,old,3.9,large,"Classics,Plays,Fiction,Academic,Drama,Academic,Literature,Plays,Poetry,Young Adult"
1141,The Glamorous (Double) Life of Isabel Bookbinder,Holly McQueen,3.25,2296,346,very small,new,2.9,small,"Womens Fiction,Fiction,Romance,Humor,Adult"
1142,One Night at the Call Center,Chetan Bhagat,3.21,510177,20055,small,new,2.52,large,"Fiction,Asian Literature,Cultural,Romance,Contemporary,Novels,Drama,Young Adult,Humor,Fantasy"
1143,Immunity,Taylor Antrim,3.54,2603,352,very small,new,2.58,small,"Science Fiction,Fiction,Adult,Fantasy"
1144,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,4.17,1036195,87024,small,new,4.29,large,"Fiction,Historical,Mystery,Fantasy,Writing,Historical,Cultural,Magical Realism,European Literature,Gothic"
1145,"Cress (The Lunar Chronicles, #3)",Marissa Meyer,4.21,2589882,270016,medium,new,4.42,large,"Fantasy,Young Adult,Science Fiction,Romance,Retellings,Science Fiction,Fiction,Fantasy,Audiobook,Adventure"
1146,Quiet: The Power of Introverts in a World That Can't Stop Talking (Hardcover),Susan Cain,4.07,413448,29455,small,new,4.07,large,"Nonfiction,Psychology,Self Help,Science,Business,Audiobook,Self Help,Sociology,Leadership,Adult"
