Title,Author,Rating,Raters,Genres,Author Average Rating,Author Votes,Review Count,Distinct Works,Year
Small Great Things (Kindle Edition),Jodi Picoult,4.35,327175,"Fiction,Contemporary,Audiobook,Adult,Adult Fiction,Book Club,Race,Realistic Fiction,Drama,Literary Fiction",3.99,"4,447,198","273,761",82,2016.0
"Rule of Wolves (King of Scars, #2)",Leigh Bardugo,4.38,106838,"Fantasy,Young Adult,Fiction,Young Adult,Romance,LGBT,Fantasy,Fantasy,Audiobook,Adventure",4.17,"3,659,601","407,636",69,2021.0
What Alice Forgot (Paperback),Liane Moriarty,4.08,428452,"Fiction,Womens Fiction,Contemporary,Romance,Audiobook,Adult,Mystery,Adult Fiction,Book Club,Cultural",3.95,"3,271,368","221,863",35,2009.0
"Breaking Dawn (The Twilight Saga, #4)",Stephenie Meyer,3.72,1562817,"Fantasy,Young Adult,Romance,Paranormal,Fiction,Fantasy,Romance,Fantasy,Shapeshifters,Fantasy",3.68,"13,006,232","387,893",74,2008.0
Local Woman Missing (Hardcover),Mary Kubica,4.13,178196,"Thriller,Mystery,Thriller,Fiction,Audiobook,Suspense,Adult,Mystery,Contemporary,Adult Fiction",3.83,"633,775","57,334",22,2021.0
"Saga, Volume 1 (Paperback)",Brian K. Vaughan,4.17,306601,"Sequential Art,Sequential Art,Fantasy,Science Fiction,Fiction,Graphic Novels Comics,Adult,Romance,Comics,Adventure",4.24,"1,843,828","109,688",668,2012.0
The Plague (Paperback),Albert Camus,4.02,227452,"Fiction,Classics,Philosophy,Cultural,Literature,European Literature,Novels,Literature,Literary Fiction,Academic",4.02,"1,436,037","65,349",564,1947.0
The Glass Hotel (Hardcover),Emily St. John Mandel,3.69,140279,"Fiction,Contemporary,Mystery,Literary Fiction,Audiobook,Adult,Cultural,Adult Fiction,Thriller,Thriller",3.99,"711,690","83,220",20,2020.0
Black Cake (Hardcover),Charmaine Wilkerson,4.15,77545,"Fiction,Historical,Contemporary,Mystery,Audiobook,Literary Fiction,Adult,Family,Historical,Adult Fiction",4.15,"77,623","9,070",4,2022.0
Running with Scissors (Paperback),Augusten Burroughs,3.75,377676,"Autobiography,Nonfiction,Biography,Humor,Biography Memoir,Biography,LGBT,Psychology,Health,Mental Health",3.82,"664,408","28,165",19,2002.0
"New Moon (The Twilight Saga, #2)",Stephenie Meyer,3.58,1757664,"Young Adult,Fantasy,Romance,Paranormal,Fiction,Fantasy,Romance,Fantasy,Shapeshifters,Fantasy",3.68,"13,006,232","387,893",74,2006.0
"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,4.62,276511,"Fantasy,Young Adult,Romance,New Adult,Fairies,Fantasy,Young Adult,Fiction,Fantasy,Romance",4.36,"8,085,813","673,367",87,2018.0
"After You (Me Before You, #2)",Jojo Moyes,3.73,347629,"Romance,Fiction,Contemporary,Womens Fiction,Audiobook,Adult,Adult Fiction,Drama,Romance,Realistic Fiction",4.11,"3,003,008","213,734",60,2015.0
The Exorcist (Mass Market Paperback),William Peter Blatty,4.19,213111,"Horror,Fiction,Classics,Fantasy,Thriller,Fantasy,Fantasy,Religion,Audiobook,Adult",4.15,"232,406","8,712",30,1971.0
"Across the Universe (Across the Universe, #1)",Beth Revis,3.77,117003,"Young Adult,Science Fiction,Science Fiction,Romance,Fantasy,Fiction,Mystery,Space,Young Adult,Adventure",3.87,"255,573","27,590",45,2011.0
"Bird Box (Bird Box, #1)",Josh Malerman,4.04,172061,"Horror,Fiction,Thriller,Science Fiction,Mystery,Science Fiction,Apocalyptic,Audiobook,Adult,Suspense",3.89,"239,145","32,094",67,2014.0
The Paris Wife (Hardcover),Paula McLain,3.82,287135,"Historical,Fiction,Historical,Romance,Cultural,Book Club,Audiobook,Adult Fiction,Adult,Novels",3.83,"449,978","40,679",17,2011.0
A Thousand Boy Kisses (ebook),Tillie Cole,4.16,117402,"Romance,Young Adult,Contemporary,Romance,Fiction,Young Adult,Young Adult,New Adult,Audiobook,Love",4.21,"455,903","57,507",51,2016.0
The Phantom of the Opera (Paperback),Gaston Leroux,3.96,223106,"Classics,Fiction,Horror,Romance,Gothic,Mystery,Historical,Cultural,Fantasy,Literature",3.94,"241,632","10,748",533,1909.0
The Last Lecture (Kindle Edition),Randy Pausch,4.26,330353,"Nonfiction,Autobiography,Biography,Self Help,Inspirational,Philosophy,Biography,Biography Memoir,Audiobook,Self Help",4.26,"330,619","18,605",10,2008.0
Kindred (Paperback),Octavia E. Butler,4.29,160030,"Historical,Fiction,Science Fiction,Fantasy,Science Fiction,Historical,Classics,Cultural,Race,Audiobook",4.21,"574,767","59,983",83,1979.0
One Italian Summer (Hardcover),Rebecca Serle,3.64,104352,"Fiction,Romance,Audiobook,Contemporary,Magical Realism,Womens Fiction,Adult,Cultural,Travel,Adult Fiction",3.75,"500,075","49,620",13,2022.0
"The Magicians (The Magicians, #1)",Lev Grossman,3.52,252224,"Fantasy,Fiction,Fantasy,Fantasy,Young Adult,Adult,Audiobook,Science Fiction Fantasy,Adventure,Adult Fiction",3.71,"473,460","44,905",45,2009.0
The Omnivore's Dilemma: A Natural History of Four Meals (Hardcover),Michael Pollan,4.18,197846,"Nonfiction,Food and Drink,Science,Health,History,Health,Environment,Food and Drink,Audiobook,Politics",4.12,"613,422","47,259",62,2006.0
"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,4.53,862079,"Fantasy,Young Adult,Fantasy,Fiction,Childrens,Adventure,Mythology,Childrens,Fantasy,Young Adult",4.34,"11,197,573","446,248",278,2009.0
Under the Dome (Hardcover),Stephen King,3.91,283257,"Horror,Fiction,Science Fiction,Thriller,Fantasy,Mystery,Audiobook,Suspense,Adult,Science Fiction",4.06,"17,485,061","775,865","1,886",2009.0
The Shack (Kindle Edition),William Paul Young,3.8,606634,"Fiction,Christian,Christian Fiction,Religion,Spirituality,Religion,Inspirational,Religion,Adult Fiction,Adult",3.8,"627,640","37,213",20,2007.0
"A Time to Kill (Jake Brigance, #1)",John Grisham,4.1,774455,"Fiction,Mystery,Thriller,Mystery,Suspense,Thriller,Thriller,Novels,Adult Fiction,Adult",3.95,"5,726,241","212,203",323,1989.0
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time (Paperback),Greg Mortenson,3.66,340507,"Nonfiction,Autobiography,Biography,Travel,Education,Book Club,Biography Memoir,Cultural,Inspirational,History",3.67,"371,707","26,071",5,2006.0
Just Mercy: A Story of Justice and Redemption (Hardcover),Bryan Stevenson,4.63,204891,"Nonfiction,Autobiography,Social Movements,Race,Politics,History,Audiobook,Biography,Law,Race",4.62,"261,984","31,967",22,2014.0
"Good Girl, Bad Blood (A Good Girl's Guide to Murder, #2)",Holly  Jackson,4.36,179384,"Mystery,Young Adult,Thriller,Thriller,Contemporary,Fiction,Mystery,Audiobook,Mystery,Romance",4.33,"755,696","94,926",10,2020.0
"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,3.68,710050,"Womens Fiction,Fiction,Romance,Contemporary,Humor,Adult,Adult Fiction,Romance,Humor,Young Adult",3.75,"3,109,462","136,096",90,2000.0
"Hyperion (Hyperion Cantos, #1)",Dan Simmons,4.25,223148,"Science Fiction,Fiction,Fantasy,Space,Science Fiction Fantasy,Audiobook,Horror,Science Fiction,Space,Classics",4.09,"710,917","41,028",223,1989.0
A Walk in the Woods: Rediscovering America on the Appalachian Trail (Mass Market Paperback),Bill Bryson,4.06,384205,"Nonfiction,Travel,Autobiography,Humor,Environment,Adventure,Audiobook,Biography,History,Nature",4.03,"1,583,136","95,729",78,1998.0
Why Not Me? (Paperback),Mindy Kaling,3.91,204854,"Nonfiction,Autobiography,Humor,Audiobook,Biography,Humor,Writing,Biography Memoir,Biography,Adult",3.91,"744,686","39,436",23,2015.0
Brain on Fire: My Month of Madness (ebook),Susannah Cahalan,4.07,200325,"Nonfiction,Autobiography,Psychology,Biography,Health,Audiobook,Science,Medical,Biography Memoir,Health",4.05,"210,718","15,824",2,2012.0
Beyond Good and Evil (Paperback),Friedrich Nietzsche,4.02,83654,"Philosophy,Nonfiction,Classics,European Literature,Psychology,Religion,Literature,Philosophy,History,Literature",4.04,"420,142","17,368","1,407",1886.0
Maybe in Another Life (Paperback),Taylor Jenkins Reid,3.81,134143,"Romance,Fiction,Contemporary,Womens Fiction,Audiobook,Adult,Adult Fiction,Romance,New Adult,Realistic Fiction",4.27,"3,848,601","430,360",19,2015.0
"Still Me (Me Before You, #3)",Jojo Moyes,4.12,183192,"Fiction,Romance,Womens Fiction,Contemporary,Audiobook,Adult,Adult Fiction,Romance,New York,Novels",4.11,"3,003,022","213,734",60,2018.0
"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",Jenny Han,4.05,328022,"Romance,Young Adult,Contemporary,Fiction,Audiobook,Young Adult,Womens Fiction,Realistic Fiction,Young Adult,Young Adult",3.97,"2,416,345","190,389",37,2015.0
Cosmos (Mass Market Paperback),Carl Sagan,4.38,136951,"Science,Nonfiction,Science,Science,History,Space,Philosophy,Classics,Science,Audiobook",4.25,"466,985","16,798",96,1980.0
Cosmos (Mass Market Paperback),Carl Sagan,4.38,136951,"Science,Nonfiction,Science,Science,History,Space,Philosophy,Classics,Science,Audiobook",4.25,"466,985","16,798",96,1980.0
"The Kiss of Deception (The Remnant Chronicles, #1)",Mary E. Pearson,3.96,118258,"Fantasy,Young Adult,Romance,Young Adult,Fiction,Fantasy,Fantasy,Adventure,Audiobook,Romance",4.07,"428,090","47,730",35,2014.0
White Fragility: Why It’s So Hard for White People to Talk About Racism (Audiobook),Robin DiAngelo,4.19,151337,"Nonfiction,Race,Social Movements,Race,Audiobook,Politics,Sociology,History,Psychology,Adult",4.21,"180,687","21,468",15,2018.0
Drive: The Surprising Truth About What Motivates Us (Hardcover),Daniel H. Pink,3.95,111970,"Nonfiction,Business,Psychology,Leadership,Self Help,Self Help,Business,Education,Productivity,Science",3.91,"201,754","12,363",116,2009.0
"Once Upon a Broken Heart (Once Upon a Broken Heart, #1)",Stephanie Garber,4.15,71774,"Fantasy,Romance,Young Adult,Young Adult,Fiction,Fantasy,Romance,Audiobook,Paranormal,Fantasy",4.12,"651,374","88,754",10,2021.0
"A Study in Scarlet (Sherlock Holmes, #1)",Arthur Conan Doyle,4.14,402354,"Classics,Mystery,Fiction,Mystery,Mystery,Thriller,Audiobook,Historical,Thriller,Literature",4.18,"2,310,183","85,786","6,786",1887.0
"Nevernight (The Nevernight Chronicle, #1)",Jay Kristoff,4.23,81480,"Fantasy,Young Adult,Fiction,Adult,Fantasy,New Adult,Romance,Audiobook,Fantasy,Young Adult",4.28,"617,617","114,174",30,2016.0
"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,4.56,430929,"Fantasy,Young Adult,Romance,Fantasy,Fairies,Fiction,Young Adult,New Adult,Fantasy,Fantasy",4.36,"8,085,813","673,367",87,2015.0
Five Feet Apart (ebook),Rachael Lippincott,4.2,180896,"Romance,Young Adult,Contemporary,Fiction,Audiobook,Realistic Fiction,Young Adult,Young Adult,Young Adult,Romance",4.16,"238,450","26,462",8,2018.0
"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,4.54,730258,"Fantasy,Fiction,Fantasy,Science Fiction Fantasy,Fantasy,Adult,Adventure,Audiobook,Fantasy,Epic",4.37,"6,423,152","220,105","1,121",2000.0
"The Blade Itself (The First Law, #1)",Joe Abercrombie,4.19,209433,"Fantasy,Fiction,Fantasy,Fantasy,Adult,Fantasy,Audiobook,Adventure,Science Fiction Fantasy,Fantasy",4.24,"931,962","58,587",91,2006.0
"Firefly Lane (Firefly Lane, #1)",Kristin Hannah,4.14,327290,"Fiction,Womens Fiction,Romance,Contemporary,Historical,Audiobook,Adult,Adult Fiction,Drama,Womens Fiction",4.31,"3,556,497","296,620",82,2008.0
Lock Every Door (ebook),Riley Sager,3.91,148254,"Thriller,Mystery,Thriller,Fiction,Horror,Audiobook,Adult,Suspense,Contemporary,Adult Fiction",3.87,"711,740","95,191",10,2019.0
"The Bride Test (The Kiss Quotient, #2)",Helen Hoang,3.86,136386,"Romance,Contemporary,Fiction,Romance,Adult,Audiobook,Womens Fiction,Adult Fiction,New Adult,Neurodiversity",3.93,"572,826","69,395",7,2019.0
"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,4.26,381576,"Fantasy,Young Adult,Science Fiction,Romance,Science Fiction,Retellings,Fiction,Fantasy,Audiobook,Young Adult",4.21,"2,589,882","270,016",56,2013.0
David Copperfield (Paperback),Charles Dickens,4.02,220977,"Classics,Fiction,Literature,Historical,Literature,Novels,European Literature,Historical,Classics,Audiobook",3.91,"3,609,551","121,946","5,782",1850.0
David Copperfield (Paperback),Charles Dickens,4.02,220977,"Classics,Fiction,Literature,Historical,Literature,Novels,European Literature,Historical,Classics,Audiobook",3.91,"3,609,551","121,946","5,782",1850.0
The Sound and the Fury (Paperback),William Faulkner,3.86,172520,"Classics,Fiction,Literature,Novels,Literature,Literature,Gothic,Literary Fiction,Academic,American",3.84,"564,338","31,926",573,1929.0
Writers & Lovers (Hardcover),Lily King,4.05,111960,"Fiction,Contemporary,Romance,Literary Fiction,Audiobook,Adult,Adult Fiction,Novels,Language,Writing",3.94,"223,509","26,214",14,2020.0
The Once and Future Witches (Hardcover),Alix E. Harrow,4.06,62464,"Fantasy,Historical,Fiction,Paranormal,Historical,Fantasy,Adult,Fantasy,Audiobook,LGBT",4.01,"203,837","33,510",39,2020.0
Treasure Island (Hardcover),Robert Louis Stevenson,3.84,455868,"Classics,Fiction,Adventure,Historical,Young Adult,Childrens,Adventure,Literature,Fantasy,Novels",3.85,"1,327,370","50,116","3,473",1883.0
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened (Paperback)",Allie Brosh,4.16,198323,"Humor,Nonfiction,Sequential Art,Autobiography,Sequential Art,Humor,Biography,Health,Adult,Short Stories",4.17,"231,021","18,751",3,2013.0
"Doctor Sleep (The Shining, #2)",Stephen King,4.12,235821,"Horror,Fiction,Thriller,Fantasy,Fantasy,Audiobook,Fantasy,Mystery,Suspense,Adult",4.06,"17,485,061","775,865","1,886",2013.0
Our Missing Hearts (Hardcover),Celeste Ng,3.9,37968,"Fiction,Science Fiction,Contemporary,Audiobook,Literary Fiction,Science Fiction,Adult,Adult Fiction,Mystery,Thriller",4.01,"1,539,049","115,897",14,2022.0
"Unravel Me (Shatter Me, #2)",Tahereh Mafi,4.18,334148,"Science Fiction,Young Adult,Fantasy,Romance,Science Fiction,Fantasy,Fiction,Young Adult,New Adult,Audiobook",4.09,"2,005,157","210,817",35,2013.0
The Fountainhead (Mass Market Paperback),Ayn Rand,3.88,313167,"Fiction,Classics,Philosophy,Literature,Novels,Politics,Architecture,Literary Fiction,Literature,Classics",3.76,"924,539","48,010",210,1943.0
"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,3.72,338897,"Fiction,Classics,Historical,Cultural,Academic,Literature,Novels,Academic,Western Africa,Historical",3.74,"378,361","20,932",102,1958.0
Notre-Dame de Paris | The Hunchback of Notre-Dame (Paperback),Victor Hugo,4.01,189479,"Classics,Fiction,Historical,Cultural,Literature,European Literature,Gothic,Historical,Romance,Novels",4.15,"1,056,468","34,645","2,259",1831.0
Flow: The Psychology of Optimal Experience (Paperback),Mihaly Csikszentmihalyi,4.1,72136,"Psychology,Nonfiction,Self Help,Self Help,Productivity,Business,Science,Philosophy,Leadership,Design",4.08,"86,690","4,802",55,1990.0
Alone With You in the Ether (Hardcover),Olivie Blake,4.15,23249,"Romance,Fiction,Contemporary,Adult,Literary Fiction,Romance,Health,Fantasy,Adult Fiction,Novels",3.84,"135,748","27,471",22,2020.0
"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,3.78,219463,"Philosophy,Fiction,Classics,Spirituality,Travel,Psychology,Self Help,Literature,Unfinished,Religion",3.78,"226,465","10,317",11,1974.0
The Art of Racing in the Rain (Hardcover),Garth Stein,4.22,492276,"Fiction,Animals,Contemporary,Animals,Audiobook,Adult Fiction,Adult,Book Club,Novels,Family",4.2,"522,317","45,948",19,2008.0
Inferno (Paperback),Dante Alighieri,4.01,165454,"Classics,Poetry,Fiction,Literature,Religion,Fantasy,Academic,Philosophy,European Literature,Historical",4.03,"370,135","15,060",919,1320.0
Bad Feminist (Paperback),Roxane Gay,3.94,104892,"Nonfiction,Feminism,Writing,Autobiography,Audiobook,Womens,Race,Politics,Social Movements,Gender",4.06,"303,088","35,484",123,2014.0
"House of Sky and Breath (Crescent City, #2)",Sarah J. Maas,4.52,172635,"Fantasy,Romance,Adult,Fairies,Fantasy,New Adult,Fiction,Romance,Fantasy,Fantasy",4.36,"8,085,813","673,367",87,2022.0
Snow Crash (Kindle Edition),Neal Stephenson,4.03,263375,"Science Fiction,Fiction,Science Fiction,Fantasy,Science Fiction Fantasy,Science Fiction,Novels,Speculative Fiction,Audiobook,Classics",4.04,"917,348","58,921",94,1992.0
"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,4.36,577811,"Fantasy,Young Adult,Romance,Fantasy,Fiction,Young Adult,Fantasy,Fairies,New Adult,Adventure",4.36,"8,085,813","673,367",87,2013.0
"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.1)",Sarah J. Maas,3.8,474816,"Fantasy,Romance,Young Adult,New Adult,Fairies,Fiction,Romance,Fantasy,Young Adult,Novella",4.36,"8,085,813","673,367",87,2018.0
Sophie's World (Paperback),Jostein Gaarder,3.96,240109,"Philosophy,Fiction,Classics,Young Adult,Novels,Fantasy,Literature,Contemporary,Unfinished,European Literature",3.93,"342,393","22,451",47,1991.0
The Radium Girls: The Dark Story of America's Shining Women (Hardcover),Kate  Moore,4.14,121203,"Nonfiction,History,Science,Audiobook,Biography,Historical,Feminism,Adult,Womens,North American Hi...",4.17,"139,821","18,891",6,2017.0
The Radium Girls: The Dark Story of America's Shining Women (Hardcover),Kate  Moore,4.14,121203,"Nonfiction,History,Science,Audiobook,Biography,Historical,Feminism,Adult,Womens,North American Hi...",4.17,"139,821","18,891",6,2017.0
"Holes (Holes, #1)",Louis Sachar,3.99,1115625,"Young Adult,Fiction,Childrens,Childrens,Classics,Realistic Fiction,Academic,Mystery,Adventure,Contemporary",4.0,"1,411,987","38,940",77,1998.0
"Glass Sword (Red Queen, #2)",Victoria Aveyard,3.82,302790,"Fantasy,Young Adult,Science Fiction,Romance,Fiction,Young Adult,Audiobook,Fantasy,Science Fiction,Fantasy",3.94,"1,634,737","124,980",24,2016.0
"Cemetery Boys (Cemetery Boys, #1)",Aiden Thomas,4.32,68102,"Fantasy,LGBT,Young Adult,Romance,LGBT,Fiction,Fantasy,Contemporary,Fantasy,Audiobook",4.24,"83,955","18,133",8,2020.0
Snow Flower and the Secret Fan (Kindle Edition),Lisa See,4.08,361038,"Historical,Fiction,Cultural,Historical,Cultural,Book Club,Adult,Literature,Adult Fiction,Novels",4.04,"858,490","67,446",20,2005.0
"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,3.86,532837,"Fantasy,Young Adult,Fiction,Childrens,Childrens,Science Fiction,Adventure,Fantasy,Fantasy,Audiobook",3.95,"1,523,259","48,539",141,2001.0
"One of Us Is Next (One of Us Is Lying, #2)",Karen M. McManus,3.96,167079,"Mystery,Young Adult,Thriller,Fiction,Contemporary,Thriller,Audiobook,Romance,Mystery,Mystery",Missing,Missing,Missing,Missing,2020.0
"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,3.79,218725,"Fantasy,Young Adult,Historical,Fiction,Historical,Fantasy,Romance,Fantasy,Young Adult,Young Adult",3.85,"706,186","64,013",41,2003.0
A Woman Is No Man (Hardcover),Etaf Rum,4.26,123783,"Fiction,Historical,Contemporary,Audiobook,Feminism,Literary Fiction,Adult,Adult Fiction,Historical,Book Club",4.26,"123,789","13,655",2,2019.0
There There (Hardcover),Tommy Orange,3.99,155827,"Fiction,Contemporary,Literary Fiction,Audiobook,Adult,Novels,Adult Fiction,Race,Book Club,Literature",3.98,"156,435","18,528",12,2018.0
"What If It's Us (What If It's Us, #1)",Becky Albertalli,3.85,126141,"Romance,Young Adult,LGBT,Contemporary,LGBT,Fiction,Audiobook,LGBT,Realistic Fiction,Young Adult",4.04,"728,898","85,475",15,2018.0
Wrong Place Wrong Time (Hardcover),Gillian McAllister,4.11,68144,"Thriller,Mystery,Fiction,Thriller,Audiobook,Science Fiction,Suspense,Science Fiction,Mystery,Adult",4.04,"98,375","11,139",11,2022.0
